Nº,Project,MethodName,#Assrtions,#Conditions,#TryCatch,#Loop,#Throws,#Statements,#Tokens,#Hamcrest,#Mockito,#BadApi,#LOC,#Expressions,#Depth,#Vocabulary,#Understandability,#BodySize,#Dexterity,#NonWhiteCharacters
13836,jfreechart-1.5.0,CompassPlotTest.testEquals,13,0,0,0,0,27,364,0,0,13,82,219,7,23,1741,258,9,1313
13837,jfreechart-1.5.0,BarRendererTest.testSerialization,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,195
13838,jfreechart-1.5.0,ScatterPlotTest.testSetSeriesToolTipGenerator,1,0,0,0,0,6,61,0,0,1,19,38,8,16,280,52,9,389
13839,jfreechart-1.5.0,RangeTest.testContains,8,0,0,0,0,9,100,0,0,0,28,64,7,11,411,74,9,384
13840,jfreechart-1.5.0,YIntervalSeriesTest.testAdd,7,0,0,0,0,15,204,0,0,0,46,115,7,8,810,131,9,666
13841,jfreechart-1.5.0,StandardXYItemRendererTest.testGetLegendItemSeriesIndex,3,0,0,0,0,25,234,0,0,0,76,130,8,27,1151,185,10,846
13842,jfreechart-1.5.0,GridArrangementTest.testRF,2,0,0,0,0,5,60,0,0,0,16,37,8,15,263,48,9,309
13843,jfreechart-1.5.0,WeekTest.testW52Y9999Previous,1,0,0,0,0,2,25,0,0,0,7,18,8,7,127,21,9,177
13844,jfreechart-1.5.0,SymbolAxisTest.testSerialization,1,0,0,0,0,4,50,0,0,0,13,29,8,10,244,44,10,264
13845,jfreechart-1.5.0,TimeSeriesTest.testRemoveAgedItems,12,0,0,0,0,25,234,0,0,0,76,143,8,20,1094,173,13,1005
13846,jfreechart-1.5.0,AxisLocationTest.testEquals,4,0,0,0,0,4,46,0,0,0,13,35,6,8,202,37,7,338
13847,jfreechart-1.5.0,XYIntervalSeriesTest.testAdditionOfDuplicateXValues,5,0,0,0,0,11,166,0,0,0,34,93,7,8,676,105,9,558
13848,jfreechart-1.5.0,CategoryPointerAnnotationTest.testCloning,3,0,0,0,1,5,63,0,0,3,16,41,7,12,283,49,9,327
13849,jfreechart-1.5.0,TimeSeriesURLGeneratorTest.testEquals,11,0,0,0,0,23,308,0,0,11,70,177,8,9,1449,224,11,1308
13850,jfreechart-1.5.0,ItemLabelPositionTest.testEquals,1,0,0,0,0,3,25,0,0,0,10,15,7,6,117,22,9,190
13851,jfreechart-1.5.0,DefaultBoxAndWhiskerCategoryDatasetTest.testCloning,4,0,0,0,1,8,196,0,0,4,25,107,8,15,908,138,9,734
13852,jfreechart-1.5.0,DayTest.testEqualsSelf,1,0,0,0,0,2,20,0,0,1,7,13,7,6,98,16,9,144
13853,jfreechart-1.5.0,StandardChartThemeTest.testEquals,57,0,0,0,0,115,1805,0,0,57,346,1072,11,58,13798,1275,11,5511
13854,jfreechart-1.5.0,XYPlotTest.testAxisIndices,4,0,0,0,0,13,135,0,0,0,40,77,7,20,586,109,8,549
13855,jfreechart-1.5.0,VectorSeriesCollectionTest.testEquals,4,0,0,0,0,14,138,0,0,4,43,79,7,13,593,105,9,561
13856,jfreechart-1.5.0,GridArrangementTest.testRR,2,0,0,0,0,5,66,0,0,0,16,40,8,15,291,52,9,316
13857,jfreechart-1.5.0,ComparableObjectSeriesTest.testHashCode,10,0,0,0,0,20,202,0,0,0,61,113,7,8,822,137,9,642
13858,jfreechart-1.5.0,DefaultHeatMapDatasetTest.testCloning,5,0,0,0,1,13,159,0,0,5,40,97,7,16,678,113,9,545
13859,jfreechart-1.5.0,LineAndShapeRendererTest.testEquals,19,0,0,0,0,39,361,0,0,18,118,211,7,20,1891,254,9,1328
13860,jfreechart-1.5.0,QuarterTest.testGetLastMillisecondWithTimeZone,2,0,1,0,0,7,80,0,0,0,28,45,9,16,364,67,10,406
13861,jfreechart-1.5.0,DefaultCategoryItemRendererTest.testHashcode,2,0,0,0,0,6,53,0,0,1,19,29,7,11,219,43,9,306
13862,jfreechart-1.5.0,GrayPaintScaleTest.testEquals,9,0,0,0,0,19,192,0,0,9,58,115,7,8,873,146,11,620
13863,jfreechart-1.5.0,GridArrangementTest.testRN,2,0,0,0,0,5,61,0,0,0,16,39,8,17,270,49,9,323
13864,jfreechart-1.5.0,TimeSeriesTest.testGetMinY2,5,0,0,0,0,10,124,0,0,0,31,70,7,14,458,84,8,373
13865,jfreechart-1.5.0,TitleTest.testHashcode,2,0,0,0,0,6,53,0,0,1,19,29,7,11,219,43,9,234
13866,jfreechart-1.5.0,TimePeriodValuesTest.testEquals,12,0,0,0,0,33,284,0,0,8,100,162,7,21,1468,212,9,946
13867,jfreechart-1.5.0,TaskSeriesCollectionTest.testGetRowIndex,2,0,0,0,0,3,33,0,0,0,10,21,6,7,134,24,9,189
13868,jfreechart-1.5.0,ColumnArrangementTest.testEquals,10,0,0,0,0,20,284,0,0,10,61,183,7,14,1364,215,11,1222
13869,jfreechart-1.5.0,DefaultTableXYDatasetTest.testSerialization,1,0,0,0,0,7,68,0,0,0,22,40,7,12,290,54,9,329
13870,jfreechart-1.5.0,HighLowRendererTest.testSerialization,1,0,0,0,0,4,39,0,0,0,13,25,7,11,178,33,9,245
13871,jfreechart-1.5.0,StatisticalLineAndShapeRendererTest.testEquals,4,0,0,0,0,8,76,0,0,4,25,47,7,11,312,59,9,405
13872,jfreechart-1.5.0,PolarPlotTest.testGetLegendItems2,5,0,0,0,0,22,217,0,0,0,67,121,7,25,992,168,9,855
13873,jfreechart-1.5.0,XYDrawableAnnotationTest.testEquals,11,0,0,0,0,23,346,0,0,11,70,191,8,9,1607,240,11,1251
13874,jfreechart-1.5.0,DefaultBoxAndWhiskerXYDatasetTest.testEquals,3,0,0,0,0,7,122,0,0,3,22,67,8,12,539,84,9,503
13875,jfreechart-1.5.0,CategoryPlotTest.testRangeMarkerIndices,1,0,0,0,0,16,164,0,0,0,49,93,8,31,754,134,8,741
13876,jfreechart-1.5.0,TaskSeriesCollectionTest.testGetStartValue,13,0,0,0,0,15,234,0,0,1,46,134,7,11,947,160,9,781
13877,jfreechart-1.5.0,XYShapeRendererTest.testEquals,14,0,0,0,0,28,266,0,0,14,85,159,7,18,1272,193,9,914
13878,jfreechart-1.5.0,PaintMapTest.testSerialization1,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,157
13879,jfreechart-1.5.0,XYPlotTest.testEquals_ObjectList,2,0,0,0,0,7,67,0,0,0,22,38,7,9,273,52,9,293
13880,jfreechart-1.5.0,PaintMapTest.testSerialization2,1,0,0,0,0,5,68,0,0,0,16,42,7,14,304,52,9,256
13881,jfreechart-1.5.0,CombinedRangeCategoryPlotTest.testSerialization,1,0,0,0,0,3,29,0,0,0,10,19,7,9,138,25,9,248
13882,jfreechart-1.5.0,CategoryLabelEntityTest.testEquals,9,0,0,0,0,19,264,0,0,9,58,155,9,13,1211,186,11,930
13883,jfreechart-1.5.0,CategoryTextAnnotationTest.testPublicCloneable,1,0,0,0,0,2,22,0,0,0,7,15,7,6,114,19,9,203
13884,jfreechart-1.5.0,StackedBarChartTest.testSetSeriesToolTipGenerator,1,0,0,0,0,6,61,0,0,1,19,38,8,16,280,52,9,425
13885,jfreechart-1.5.0,AxisSpaceTest.testEquals,9,0,0,0,0,19,161,0,0,8,58,95,7,13,701,118,9,511
13886,jfreechart-1.5.0,ValueAxisTest.testCloning,3,0,0,0,1,5,55,0,0,3,16,36,7,11,246,44,9,247
13887,jfreechart-1.5.0,DatasetUtilsTest.testCreateCategoryDataset1,2,0,0,0,0,9,122,0,0,2,28,63,7,13,541,98,15,429
13888,jfreechart-1.5.0,GridArrangementTest.testNN,2,0,0,0,0,4,45,0,0,0,13,30,7,14,198,36,9,223
13889,jfreechart-1.5.0,DatasetUtilsTest.testCreateCategoryDataset2,2,0,1,0,0,10,124,0,0,1,37,61,8,14,582,103,16,520
13890,jfreechart-1.5.0,StackedAreaRendererTest.testEquals,3,0,0,0,0,7,59,0,0,2,22,35,7,10,239,46,9,315
13891,jfreechart-1.5.0,GridArrangementTest.testNR,2,0,0,0,0,5,61,0,0,0,16,39,8,17,270,49,9,324
13892,jfreechart-1.5.0,KeyToGroupMapTest.testGetGroup,5,0,1,0,0,11,120,0,0,0,40,67,8,13,506,90,10,477
13893,jfreechart-1.5.0,BarRendererTest.testPublicCloneable,1,0,0,0,0,2,17,0,0,0,7,12,7,6,93,16,9,159
13894,jfreechart-1.5.0,GridArrangementTest.testNF,2,0,0,0,0,5,55,0,0,0,16,36,7,16,242,45,9,305
13895,jfreechart-1.5.0,XYLineAnnotationTest.testPublicCloneable,1,0,0,0,0,3,39,0,0,0,10,25,7,11,198,33,9,243
13896,jfreechart-1.5.0,XYIntervalSeriesTest.testAdd,7,0,0,0,0,15,232,0,0,0,46,129,7,8,957,145,9,728
13897,jfreechart-1.5.0,OHLCDataItemTest.testSerialization,1,0,0,0,0,3,45,0,0,0,10,27,8,9,215,35,9,230
13898,jfreechart-1.5.0,HistogramDatasetTest.testEquals,4,0,0,0,0,11,147,0,0,4,34,78,7,10,615,103,10,505
13899,jfreechart-1.5.0,XYStepAreaRendererTest.testPublicCloneable,1,0,0,0,0,2,17,0,0,0,7,13,7,6,106,16,9,181
13900,jfreechart-1.5.0,MatrixSeriesCollectionTest.testCloning,4,0,0,0,1,10,102,0,0,4,31,62,7,16,436,78,9,424
13901,jfreechart-1.5.0,DefaultIntervalXYDatasetTest.testSerialization,2,0,0,0,0,6,55,0,0,0,19,35,7,9,247,46,11,347
13902,jfreechart-1.5.0,NumberTickUnitTest.testEquals,6,0,0,0,0,12,148,0,0,6,37,87,8,9,650,113,11,596
13903,jfreechart-1.5.0,StackedAreaChartTest.testReplaceDataset,3,0,0,0,0,11,180,0,0,0,34,104,10,28,856,140,12,747
13904,jfreechart-1.5.0,TimeSeriesTest.testDelete_RegularTimePeriod,2,0,0,0,0,9,111,0,0,0,28,62,7,11,433,78,9,410
13905,jfreechart-1.5.0,TickUnitsTest.testEquals,2,0,0,0,0,6,72,0,0,2,19,41,8,10,301,55,9,312
13906,jfreechart-1.5.0,StandardCategoryURLGeneratorTest.testEquals,7,0,0,0,0,15,152,0,0,7,46,91,7,8,669,116,11,718
13907,jfreechart-1.5.0,XYLineAndShapeRendererTest.testSerialization,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,239
13908,jfreechart-1.5.0,XYBoxAnnotationTest.testPublicCloneable,1,0,0,0,0,2,38,0,0,0,7,25,8,10,202,30,9,225
13909,jfreechart-1.5.0,MeterIntervalTest.testEquals,4,0,0,0,0,8,164,0,0,4,25,99,8,13,756,121,11,587
13910,jfreechart-1.5.0,CombinedDomainCategoryPlotTest.testCloning,3,0,0,0,1,5,53,0,0,3,16,35,7,11,234,42,9,312
13911,jfreechart-1.5.0,YearTest.testGetEnd,1,0,0,0,0,8,93,0,0,0,25,57,7,18,388,70,9,339
13912,jfreechart-1.5.0,StrokeMapTest.testCloning,2,0,0,0,1,7,79,0,0,2,22,48,7,11,339,61,11,295
13913,jfreechart-1.5.0,BarRendererTest.testGetLegendItemSeriesIndex,3,0,0,0,0,15,164,0,0,0,46,90,8,21,701,120,10,738
13914,jfreechart-1.5.0,DefaultCategoryDatasetTest.testGetRowCount,5,0,0,0,0,10,109,0,0,5,31,66,7,8,436,77,9,387
13915,jfreechart-1.5.0,ShortTextTitleTest.testCloning,3,0,0,0,1,5,55,0,0,3,16,36,7,10,246,44,9,264
13916,jfreechart-1.5.0,DefaultIntervalCategoryDatasetTest.testSetSeriesKeys,1,0,1,0,0,4,62,0,0,0,19,29,10,10,334,54,10,293
13917,jfreechart-1.5.0,DialPlotTest.testFrameListener,3,0,0,0,0,14,107,0,0,0,43,70,7,17,496,91,13,476
13918,jfreechart-1.5.0,StandardXYItemLabelGeneratorTest.testCloning,14,0,0,0,1,26,301,0,0,14,79,177,7,20,1351,212,12,1179
13919,jfreechart-1.5.0,StrokeMapTest.testSerialization1,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,161
13920,jfreechart-1.5.0,BoxAndWhiskerRendererTest.testBug1572478Horizontal,1,0,1,0,0,12,224,0,0,0,62,119,10,41,1234,186,12,952
13921,jfreechart-1.5.0,WeekTest.testEquals,6,0,0,0,0,12,124,0,0,6,37,75,7,8,530,95,11,336
13922,jfreechart-1.5.0,DefaultBoxAndWhiskerCategoryDatasetTest.testAddUpdatesCachedRange,10,0,0,0,0,15,286,0,0,0,46,156,8,23,1182,181,9,1122
13923,jfreechart-1.5.0,StrokeMapTest.testSerialization2,1,0,0,0,0,5,56,0,0,0,16,33,7,10,239,44,9,229
13924,jfreechart-1.5.0,SymbolicXYItemLabelGeneratorTest.testSerialization,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,263
13925,jfreechart-1.5.0,PowerFunction2DTest.testConstructor,2,0,0,0,0,3,39,0,0,0,10,23,7,8,153,27,9,182
13926,jfreechart-1.5.0,DefaultKeyedValuesTest.testConstructor,1,0,0,0,0,2,21,0,0,0,7,13,7,6,93,16,9,147
13927,jfreechart-1.5.0,MeterPlotTest.testCloning,8,0,0,0,1,14,169,0,0,8,43,100,8,17,706,121,9,620
13928,jfreechart-1.5.0,GradientXYBarPainterTest.testSerialization,1,0,0,0,0,3,35,0,0,0,10,22,7,8,165,29,9,242
13929,jfreechart-1.5.0,StandardXYItemLabelGeneratorTest.testPublicCloneable,1,0,0,0,0,2,17,0,0,0,7,12,7,6,93,16,9,201
13930,jfreechart-1.5.0,ExtendedCategoryAxisTest.testSerialization,1,0,0,0,0,4,56,0,0,0,13,35,7,13,261,44,9,317
13931,jfreechart-1.5.0,DefaultKeyedValueTest.testEquals,4,0,0,0,0,10,128,0,0,4,31,75,8,9,565,99,11,526
13932,jfreechart-1.5.0,LookupPaintScaleTest.testEquals,6,0,0,0,0,12,160,0,0,6,37,97,7,13,700,117,11,527
13933,jfreechart-1.5.0,IntervalBarRendererTest.testEquals,2,0,0,0,0,5,43,0,0,1,16,25,7,10,189,37,9,258
13934,jfreechart-1.5.0,XYBarRendererTest.testFindRangeBounds,4,0,0,0,0,18,229,0,0,0,55,109,7,22,972,166,11,780
13935,jfreechart-1.5.0,FastScatterPlotTest.testEquals2,14,0,0,0,0,30,316,0,0,14,91,189,7,15,1615,247,15,934
13936,jfreechart-1.5.0,SlidingCategoryDatasetTest.testGetColumnIndex,4,0,0,0,0,10,117,0,0,0,31,68,7,9,462,82,9,537
13937,jfreechart-1.5.0,ComparableObjectSeriesTest.testEquals,14,0,0,0,0,28,280,0,0,8,85,163,7,11,1356,207,11,986
13938,jfreechart-1.5.0,DialTextAnnotationTest.testCloning,5,0,0,0,1,9,90,0,0,3,28,56,7,15,389,71,9,426
13939,jfreechart-1.5.0,DateAxisTest.testBug3484403,0,0,0,0,0,11,151,0,0,0,34,86,9,26,709,118,9,630
13940,jfreechart-1.5.0,ComparableObjectItemTest.testSerialization,1,0,0,0,0,3,37,0,0,0,10,23,8,9,177,31,9,265
13941,jfreechart-1.5.0,BubbleXYItemLabelGeneratorTest.testGenerateLabel,2,0,0,0,0,7,78,0,0,0,22,45,7,11,324,59,9,355
13942,jfreechart-1.5.0,CustomXYURLGeneratorTest.testCloning,5,0,0,0,1,16,155,0,0,5,49,97,9,19,733,123,9,549
13943,jfreechart-1.5.0,CategoryMarkerTest.testEquals,14,0,0,0,0,28,588,0,0,14,85,349,8,14,3032,419,11,1914
13944,jfreechart-1.5.0,RangeTest.testConstrain,8,0,0,0,0,17,166,0,0,0,52,104,7,13,736,124,10,560
13945,jfreechart-1.5.0,StandardEntityCollectionTest.testCloning,5,0,0,0,1,11,129,0,0,5,34,76,9,18,570,95,9,513
13946,jfreechart-1.5.0,XYIntervalSeriesTest.testIndexOf2,3,0,0,0,0,7,114,0,0,0,22,64,8,8,472,75,9,370
13947,jfreechart-1.5.0,GrayPaintScaleTest.testCloning,3,0,0,0,1,5,54,0,0,3,16,35,7,10,240,43,9,259
13948,jfreechart-1.5.0,XYPolygonAnnotationTest.testCloning,3,0,0,0,1,6,90,0,0,3,19,55,8,16,425,70,9,379
13949,jfreechart-1.5.0,MillisecondTest.testGetLastMillisecondWithCalendar,2,0,1,0,0,7,92,0,0,0,28,51,9,18,419,72,10,464
13950,jfreechart-1.5.0,TaskTest.testSerialization,1,0,0,0,0,3,43,0,0,0,10,26,8,9,205,35,9,192
13951,jfreechart-1.5.0,XIntervalSeriesCollectionTest.test1170825,1,0,1,0,0,4,55,0,0,0,19,27,8,12,252,46,10,371
13952,jfreechart-1.5.0,KeyedObjects2DTest.testGetValueByIndex,8,0,4,0,0,19,215,0,0,0,82,114,8,12,1004,164,12,736
13953,jfreechart-1.5.0,JFreeChartTest.testBug942,1,0,0,0,1,2,33,0,0,0,7,20,10,11,148,23,8,193
13954,jfreechart-1.5.0,StandardXYToolTipGeneratorTest.testPublicCloneable,1,0,0,0,0,2,17,0,0,0,7,12,7,6,93,16,9,197
13955,jfreechart-1.5.0,XYIntervalSeriesTest.testCloning,3,0,0,0,1,6,72,0,0,3,19,45,7,11,316,54,9,304
13956,jfreechart-1.5.0,TimeSeriesDataItemTest.testEqualsSelf,1,0,0,0,0,2,31,0,0,1,7,19,8,7,148,23,9,196
13957,jfreechart-1.5.0,WindNeedleTest.testCloning,3,0,0,0,1,5,54,0,0,3,16,35,7,10,240,43,9,241
13958,jfreechart-1.5.0,SubCategoryAxisTest.testHashCode,2,0,0,0,0,6,55,0,0,1,19,31,7,11,231,45,9,270
13959,jfreechart-1.5.0,StandardXYToolTipGeneratorTest.testHashCode,2,0,0,0,0,4,43,0,0,2,13,26,7,8,183,34,9,263
13960,jfreechart-1.5.0,DatasetUtilsTest.testFindRangeBounds_CategoryDataset,2,0,0,0,0,4,45,0,0,0,13,27,6,13,177,33,9,299
13961,jfreechart-1.5.0,DatasetUtilsTest.testFindMinimumDomainValue,1,0,0,0,0,3,30,0,0,0,10,19,7,11,135,25,9,229
13962,jfreechart-1.5.0,MarkerTest.testGetSetLabelAnchor,5,0,1,0,0,8,99,0,0,0,35,59,8,17,413,76,14,506
13963,jfreechart-1.5.0,DatasetUtilsTest.testFindStackedRangeBoundsForTableXYDataset1,2,0,0,0,0,4,46,0,0,0,13,28,6,13,182,34,9,293
13964,jfreechart-1.5.0,StackedBarChartTest.testReplaceDataset,3,0,0,0,0,11,180,0,0,0,34,104,10,28,856,140,12,747
13965,jfreechart-1.5.0,DatasetUtilsTest.testFindStackedRangeBoundsForTableXYDataset2,1,0,0,0,0,3,33,0,0,0,10,20,7,9,148,27,9,246
13966,jfreechart-1.5.0,StatisticalBarRendererTest.testDrawWithNullDeviationVertical,1,0,1,0,0,1,101,0,0,0,25,52,10,17,584,76,10,614
13967,jfreechart-1.5.0,YearTest.testSerialization,1,0,0,0,0,3,31,0,0,0,10,20,7,8,150,27,9,171
13968,jfreechart-1.5.0,LogFormatTest.testEquals,9,0,0,0,0,19,209,0,0,8,58,123,7,11,933,154,11,688
13969,jfreechart-1.5.0,CustomPieURLGeneratorTest.testEquals,3,0,0,0,0,9,79,0,0,3,28,46,7,13,326,62,9,332
13970,jfreechart-1.5.0,AbstractDialLayerTest.testEquals,3,0,0,0,0,7,62,0,0,3,22,37,7,9,251,48,9,263
13971,jfreechart-1.5.0,BorderArrangementTest.testSizing,70,0,0,0,0,225,2685,0,0,0,676,1609,8,31,34538,1931,10,9081
13972,jfreechart-1.5.0,BlockContainerTest.testSerialization,1,0,0,0,0,4,43,0,0,0,13,26,7,10,191,35,9,238
13973,jfreechart-1.5.0,RegressionTest.testOLSRegression2b,2,0,0,1,0,7,107,0,0,0,26,58,9,15,459,82,13,430
13974,jfreechart-1.5.0,RegressionTest.testOLSRegression2a,2,0,0,0,0,4,50,0,0,0,13,26,6,8,198,37,9,268
13975,jfreechart-1.5.0,ValueMarkerTest.test1802195,2,0,1,0,0,4,54,0,0,0,19,30,8,12,251,45,10,251
13976,jfreechart-1.5.0,XYLineChartTest.testReplaceDataset,3,0,0,0,0,14,150,0,0,0,43,91,8,27,662,119,11,687
13977,jfreechart-1.5.0,CategoryPlotTest.testGetRangeAxisIndex,5,0,1,0,0,12,138,0,0,0,43,77,8,16,606,109,10,643
13978,jfreechart-1.5.0,QuarterTest.testQ4Y9999Next,1,0,0,0,0,2,21,0,0,0,7,15,8,6,114,18,9,162
13979,jfreechart-1.5.0,StandardDialScaleTest.testEquals,33,0,0,0,0,67,760,0,0,33,202,445,7,29,4925,532,11,2438
13980,jfreechart-1.5.0,DefaultIntervalCategoryDatasetTest.testGetColumnCount,1,0,0,0,0,2,38,0,0,0,7,19,8,6,196,30,9,224
13981,jfreechart-1.5.0,XYShapeAnnotationTest.testEquals,10,0,0,0,0,24,524,0,0,10,73,317,9,21,2652,385,11,1734
13982,jfreechart-1.5.0,LevelRendererTest.testSerialization,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,203
13983,jfreechart-1.5.0,StackedXYBarRendererTest.testSerialization,1,0,0,0,0,4,57,0,0,0,13,35,7,13,262,44,9,313
13984,jfreechart-1.5.0,ItemLabelPositionTest.testSerialization,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,219
13985,jfreechart-1.5.0,TimeSeriesURLGeneratorTest.testPublicCloneable,1,0,0,0,0,2,17,0,0,0,7,12,7,6,97,16,9,213
13986,jfreechart-1.5.0,RegressionTest.testOLSRegression1b,2,0,0,1,0,7,106,0,0,0,26,57,9,15,454,81,13,432
13987,jfreechart-1.5.0,RegressionTest.testOLSRegression1a,2,0,0,0,0,4,49,0,0,0,13,25,6,8,193,36,9,270
13988,jfreechart-1.5.0,StandardCategoryItemLabelGeneratorTest.testEquals,8,0,0,0,0,16,182,0,0,8,49,107,8,10,818,139,11,881
13989,jfreechart-1.5.0,XYBarRendererTest.testFindRangeBounds2,4,0,0,0,0,18,207,0,0,0,55,116,7,22,911,146,10,835
13990,jfreechart-1.5.0,YIntervalSeriesTest.testIndexOf2,3,0,0,0,0,7,102,0,0,0,22,58,8,8,409,69,9,344
13991,jfreechart-1.5.0,WaterfallChartTest.testDrawWithNullInfo,1,0,1,0,0,1,74,0,0,0,19,41,10,16,410,56,12,393
13992,jfreechart-1.5.0,LookupPaintScaleTest.testSerialization,2,0,0,0,0,7,106,0,0,0,22,65,8,14,495,80,12,445
13993,jfreechart-1.5.0,DatasetUtilsTest.test803660,1,0,0,0,0,5,53,0,0,0,16,32,7,11,219,40,9,295
13994,jfreechart-1.5.0,ArcDialFrameTest.testCloning,5,0,0,0,1,9,89,0,0,3,28,55,7,15,383,70,9,398
13995,jfreechart-1.5.0,XIntervalSeriesCollectionTest.testSerialization,1,0,0,0,0,5,52,0,0,0,16,31,7,11,234,43,9,322
13996,jfreechart-1.5.0,XIntervalSeriesTest.testGetXLowValue,2,0,0,0,0,5,65,0,0,0,16,38,7,8,255,44,9,252
13997,jfreechart-1.5.0,PieSectionEntityTest.testCloning,3,0,0,0,1,5,82,0,0,3,16,50,9,13,380,60,9,354
13998,jfreechart-1.5.0,ModuloAxisTest.testHashCode,2,0,0,0,0,6,71,0,0,1,19,39,8,12,301,55,9,286
13999,jfreechart-1.5.0,AbstractRendererTest.testAutoPopulateFlagDefaults,6,0,0,0,0,7,76,0,0,0,22,43,7,11,268,51,9,452
14000,jfreechart-1.5.0,RectangleConstraintTest.testCalculateConstrainedSize,18,0,0,0,0,37,561,0,0,0,112,344,8,24,2995,423,10,2195
14001,jfreechart-1.5.0,YIntervalDataItemTest.testConstructor1,4,0,0,0,0,5,71,0,0,0,16,40,7,11,263,47,9,311
14002,jfreechart-1.5.0,PolarPlotTest.testTranslateToJava2D_NumberAxisAndMargin,16,0,0,0,0,29,390,0,0,0,88,222,8,18,1748,260,9,1268
14003,jfreechart-1.5.0,XYStepAreaRendererTest.testSerialization,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,223
14004,jfreechart-1.5.0,CategoryPlotTest.testGetRendererForDataset2,2,0,0,0,0,12,120,0,0,0,37,67,7,22,521,98,8,606
14005,jfreechart-1.5.0,MeterIntervalTest.testSerialization,1,0,0,0,0,3,39,0,0,0,10,24,8,9,185,32,9,224
14006,jfreechart-1.5.0,PiePlotTest.testCloning_LegendItemShape,4,0,0,0,1,9,101,0,0,4,28,62,7,15,437,77,9,387
14007,jfreechart-1.5.0,XYPlotTest.testGetDomainAxisForDataset,6,0,1,0,0,20,239,0,0,0,67,132,10,28,1170,189,11,1017
14008,jfreechart-1.5.0,PaintScaleLegendTest.testEquals,22,0,0,0,0,44,505,0,0,22,133,296,8,29,2729,358,9,1742
14009,jfreechart-1.5.0,DatasetUtilsTest.testIterateToFindDomainBounds_IntervalXYDataset,2,0,0,0,0,12,193,0,0,0,37,82,7,22,860,148,10,744
14010,jfreechart-1.5.0,TextAnnotationTest.testChangeEvents,7,0,0,0,0,23,178,0,0,0,70,124,7,20,923,149,13,740
14011,jfreechart-1.5.0,MillisecondTest.testGetLastMillisecond,1,0,0,0,0,8,87,0,0,0,25,51,7,14,358,64,9,398
14012,jfreechart-1.5.0,AbstractRendererTest.testCloning2,5,0,0,0,1,12,135,0,0,4,37,85,8,23,604,104,9,608
14013,jfreechart-1.5.0,XYSeriesTest.testCloning3,3,0,0,0,1,7,71,0,0,3,22,44,7,11,299,54,9,275
14014,jfreechart-1.5.0,XYSeriesTest.testCloning2,3,0,0,0,1,10,98,0,0,3,31,59,7,11,404,72,9,328
14015,jfreechart-1.5.0,MonthTest.testNext,3,0,0,0,0,6,69,0,0,0,19,41,7,10,275,51,12,219
14016,jfreechart-1.5.0,DialCapTest.testCloning,8,0,0,0,1,17,200,0,0,6,52,122,7,25,913,150,12,704
14017,jfreechart-1.5.0,HighLowItemLabelGeneratorTest.testSerialization,1,0,0,0,0,3,30,0,0,0,10,19,7,8,144,26,9,251
14018,jfreechart-1.5.0,LineBorderTest.testSerialization,1,0,0,0,0,3,67,0,0,0,10,40,8,14,332,50,9,308
14019,jfreechart-1.5.0,LogarithmicAxisTest.testJava2DToValue,0,0,0,0,0,10,98,0,0,0,31,62,8,11,416,75,11,408
14020,jfreechart-1.5.0,DatasetUtilsTest.testIterateToFindRangeBounds2_XYDataset,11,0,0,0,0,37,414,0,0,0,112,238,8,21,2186,298,10,1687
14021,jfreechart-1.5.0,XYSeriesTest.testSetMaximumItemCount,4,0,0,0,0,9,105,0,0,0,28,61,7,13,395,71,9,405
14022,jfreechart-1.5.0,XYPlotTest.testEquals_ObjectList5,2,0,0,0,0,7,64,0,0,0,22,35,7,10,255,49,9,297
14023,jfreechart-1.5.0,LegendItemCollectionTest.testCloning,4,0,0,0,1,10,102,0,0,1,31,65,7,22,462,79,9,490
14024,jfreechart-1.5.0,XYPlotTest.testEquals_ObjectList4,2,0,0,0,0,7,61,0,0,0,22,38,7,11,255,49,9,341
14025,jfreechart-1.5.0,XYPlotTest.testEquals_ObjectList3,2,0,0,0,0,7,67,0,0,0,22,38,7,9,273,52,9,291
14026,jfreechart-1.5.0,XYPlotTest.testEquals_ObjectList2,2,0,0,0,0,7,61,0,0,0,22,38,7,11,255,49,9,344
14027,jfreechart-1.5.0,CategoryToPieDatasetTest.testGetValue,5,0,3,0,0,10,165,0,0,0,52,85,8,18,706,125,10,761
14028,jfreechart-1.5.0,DatasetUtilsTest.testStackedRangeWithMap,2,0,0,0,0,6,65,0,0,0,19,38,7,16,260,49,9,335
14029,jfreechart-1.5.0,StandardCategoryToolTipGeneratorTest.testCloning,3,0,0,0,1,5,54,0,0,3,16,35,7,10,240,43,9,331
14030,jfreechart-1.5.0,PeriodAxisTest.testHashCode,2,0,0,0,0,6,55,0,0,1,19,31,7,11,231,45,9,250
14031,jfreechart-1.5.0,TimeSeriesTest.testHashCode,10,0,0,0,0,20,266,0,0,0,61,145,7,9,1078,177,9,698
